NodeName,DocumentUrlPath,NodeAliasPath,DocumentPageTitle,DocumentPageDescription,recommend
วางแผนภาษีสำหรับฟรีแลนซ์ วางแผนอย่างไรไม่ให้งง,/plearn-plearn/freelance-tax-decuction,/plearn-plearn/guru-financial/money-tips/freelance-tax-decuction,ชาว Freelance ต้องรู้ รวมคู่มือจัดการภาษีสำหรับฟรีแลนซ์โดยเฉพาะ,Freelance ควรวางแผนการเสียภาษีตั้งแต่เริ่มแรก กรุงศรีมาพร้อมกับเทคนิคดีๆ ในการวางแผนภาษีสำหรับฟรีแลนซ์และเทคนิคที่ช่วยลดหย่อนภาษี,"[830, 1385, 160, 369, 309, 109, 79, 108, 31, 422, 755, 838, 735, 446, 731, 124, 687, 1397, 1565, 1355]"
MACO สวนกระแส ธุรกิจออฟไลน์ใครว่าไม่โต,/plearn-plearn/maco-planb-offline-media-grows-against-trend,/plearn-plearn/business/marketing/maco-planb-offline-media-grows-against-trend,MACO สวนกระแส ธุรกิจออฟไลน์ใครว่าไม่โต,มุมมองและแนวความคิดของผู้บริหาร MACO ผู้นำด้านสื่ออฟไลน์ และการหาช่องทาง โอกาสในการทำธุรกิจต่อไปในอนาคต,"[1135, 227, 341, 858, 1161, 1408, 1303, 1478, 1005, 876, 1553, 850, 1277, 1231, 281, 473, 1247, 487, 570, 135]"
ลงทุนทำธุรกิจกับแฟนอย่างไรไม่ให้แตกหัก,/plearn-plearn/tips-for-investment-with-lover,/plearn-plearn/business/management/tips-for-investment-with-lover,ลงทุนทำธุรกิจกับแฟนอย่างไรไม่ให้แตกหัก,คู่รักที่กำลังวางแผนทำธุรกิจร่วมกัน ขอแนะนำเทคนิคก่อนการลงทุนเปิดกิจการร่วมกันกับแฟน การันตีได้ว่ารักนี้ไม่มีเจ๊ง,"[250, 1640, 221, 109, 664, 276, 562, 230, 1555, 1339, 1459, 249, 306, 511, 1409, 307, 1519, 1456, 1484, 22]"
เช็คดวงปี 2561 ตามวันเกิด โดย Toktak A4,/plearn-plearn/7days-2018-yearly-horoscope,/plearn-plearn/lifestyle/living/7days-2018-yearly-horoscope,เช็คดวงปี 2561 ตามวันเกิด โดย Toktak A4,เช็คดวงการเงิน การงาน ความรัก สุขภาพ การเสริมดวง เพื่อวางแผนการเงินและชีวิตในปี 2561 โดย Toktak A4,"[716, 801, 629, 754, 647, 821, 670, 737, 790, 668, 771, 699, 474, 594, 539, 607, 569, 616, 527, 525]"
จัดการเรื่องลดหย่อนภาษีก่อนเริ่มปีใหม่ ไม่ยากอย่างที่คิด,/plearn-plearn/end-year-plan-tax-deduction,/plearn-plearn/guru-financial/money-tips/end-year-plan-tax-deduction,จัดการเรื่องลดหย่อนภาษีก่อนเริ่มปีใหม่,ขั้นตอนวางแผนลดหย่อนภาษีง่ายๆ ทำได้ด้วยตัวเอง พร้อมการจัดการเรื่องลดหย่อนภาษีอย่างไรให้คุ้มค่ามากที่สุด,"[309, 1385, 826, 369, 160, 109, 82, 468, 108, 1355, 79, 239, 1397, 1565, 422, 838, 446, 36, 1382, 1047]"
"Digital Banking เต็มรูปแบบที่ไม่ต้องมีสาขา กรณีศึกษา “Tesco Bank""",/plearn-plearn/tesco-bank-digital-banking-no-branches-needed,/plearn-plearn/innovation/innovation-sub/tesco-bank-digital-banking-no-branches-needed,Digital Banking เต็มรูปแบบที่ไม่ต้องมีสาขา,ในยุคสมัยที่ลูกค้าทำธุรกรรมทางการเงินผ่านแพลตฟอร์มออนไลน์กันมากขึ้น จึงไม่น่าแปลกใจที่ Tesco Bank เปิดให้บริการ Digital Banking อย่างเต็มรูปแบบ,"[197, 727, 1067, 931, 1278, 840, 1521, 186, 91, 874, 698, 353, 308, 773, 140, 348, 227, 921, 1038, 1075]"
รู้จักกับ Cashless Investment การลงทุนโดยไม่ใช้เงินสด,/plearn-plearn/what-is-cashless-investment,/plearn-plearn/guru-financial/investment/what-is-cashless-investment,รู้จักกับ Cashless Investment การลงทุนโดยไม่ใช้เงินสด,เตรียมตัวและเตรียมธุรกิจของคุณให้พร้อม เพื่อรับมือกับ Cashless เทรนด์การใช้เงินแบบใหม่ที่ไม่ต้องใช้เงินสด,"[141, 403, 359, 760, 392, 1415, 787, 574, 60, 728, 388, 753, 922, 501, 1589, 604, 1405, 1127, 478, 1236]"
เตรียมตัวช้อปปิ้งออนไลน์ช่วง Year-End Sale,/plearn-plearn/เตรยมตวชอปปงออนไลนชวง-year-end-sale,/plearn-plearn/lifestyle/shopping/เตรยมตวชอปปงออนไลนชวง-year-end-sale,เตรียมตัวช้อปปิ้งออนไลน์ช่วง Year-End Sale,ส่งท้ายปีสำหรับนักช้อปกับงาน Year End Sale ห้ามพลาดกับโปรโมชั่นเด็ดกับหลากหลายเว็บไซต์ช้อปปิ้งออนไลน์,"[144, 1594, 29, 441, 161, 392, 1334, 104, 479, 1218, 399, 160, 208, 40, 295, 436, 1259, 860, 16, 805]"
เสริมดวงความสำเร็จเลือกใช้เลขทะเบียนรถมงคล เมื่อออกรถใหม่,/plearn-plearn/improve-success-with-bank-account-number,/plearn-plearn/guru-financial/money-tips/improve-success-with-bank-account-number,เสริมดวงความสำเร็จเลือกใช้เลขทะเบียนรถมงคล เมื่อออกรถใหม่,ทำนายเลขทะเบียนรถมงคล ตัวช่วยเสริมที่จะทำให้คุณประสบความสำเร็จ เลขมงคลเสริมดวงสำหรับรถใหม่ส่งเสริมให้ชีวิตดีขึ้นและให้คุณปลอดภัยทุกการขับขี่,"[1029, 696, 585, 809, 11, 541, 1005, 1195, 1601, 1358, 1044, 478, 901, 626, 593, 880, 123, 622, 1186, 1623]"
SME ไทยอยากไปญี่ปุ่น: 3 กรณีศึกษาแบรนด์ไทยที่บุกแดนปลาดิบสำเร็จ,/plearn-plearn/what-thai-brand-invest-in-japan,/plearn-plearn/business/marketing/what-thai-brand-invest-in-japan,SME ไทยอยากไปญี่ปุ่น: 3 กรณีศึกษาแบรนด์ไทย,ตลาดญี่ปุ่นเป็นอีกช่องทางการส่งออกที่นักธุรกิจต่างใฝ่ฝัน แล้วถ้า SME ไทยอยากเจาะตลาดญี่ปุ่นบ้างล่ะ จะทำอย่างไรดี?,"[1553, 895, 1600, 1582, 364, 852, 202, 405, 1143, 27, 95, 591, 8, 783, 510, 905, 884, 1154, 262, 247]"
วางแผนเก็บเงินไปดูบอลโลก 2018 ที่รัสเซีย เตรียมตัวอย่างไรดี,/plearn-plearn/วางแผน-เกบเงน-ไปดบอลโลก-2018-ทรสเซย,/plearn-plearn/lifestyle/eat-travel/วางแผน-เกบเงน-ไปดบอลโลก-2018-ทรสเซย,วางแผนเก็บเงินไปดูบอลโลกที่รัสเซีย 2018,คอลูกหนังที่จะไปดูบอลโลก 2018 ที่รัสเซียห้ามพลาดกับการวางแผนและเทคนิคการเก็บเงินเพื่อเป็น 1 ในกองเชียร์บอลโลก 2018,"[761, 765, 744, 334, 875, 127, 731, 814, 755, 72, 197, 1274, 629, 845, 829, 1385, 574, 539, 594, 607]"
Credit Scoring สำคัญอย่างไร ทำไมคนใช้บัตรเครดิตจึงควรรู้,/plearn-plearn/credit-scoring-สำคญอยางไร,/plearn-plearn/guru-financial/financial/credit-scoring-สำคญอยางไร,Credit Scoring สำคัญอย่างไร ทำไมคนใช้บัตรเครดิตจึงควรรู้,ผู้ใช้บัตรเครดิตหลายคนอาจสงสัยเรื่องคะแนนเครดิตว่าจะมีผลต่อการกู้ขอสินเชื่อหรือไม่,"[820, 332, 720, 514, 491, 920, 1564, 175, 1549, 1031, 1311, 1595, 1593, 899, 1559, 621, 665, 1283, 1606, 841]"
ชีวิตฟิน ๆ ช่วงปลายปี จะอิ่มบุญหรืออิ่มเที่ยว ก็ลดหย่อนภาษีได้,/plearn-plearn/จะอมบญ-หรอ-อมเทยว-กลดหยอนภาษได,/plearn-plearn/lifestyle/eat-travel/จะอมบญ-หรอ-อมเทยว-กลดหยอนภาษได,จะอิ่มบุญหรืออิ่มเที่ยว ก็ลดหย่อนภาษีได้,เทคนิคง่ายๆของการยื่นขอเพื่อลดหย่อนภาษี แค่วางแผนให้ดี ไม่ว่าสายเที่ยวและสายบุญก็ลดหย่อนได้เต็มสิทธิ์แน่นอน,"[826, 830, 560, 109, 547, 596, 79, 157, 1385, 610, 987, 36, 1459, 31, 309, 422, 1382, 1397, 6, 369]"
Life Hacker เทคนิคจัดพอร์ตชีวิตยังไงให้ปัง,/plearn-plearn/life-hacker-เทคนค-จดพอรตชวต-ยงไงใหปง,/plearn-plearn/guru-financial/investment/life-hacker-เทคนค-จดพอรตชวต-ยงไงใหปง,Life Hacker เทคนิคจัดพอร์ตชีวิตยังไงให้ปัง,เพราะชีวิตแต่ละช่วงมีความต้องการที่แตกต่างกัน การวางแผนการเงินและการจัดพอร์ตลงทุนให้เหมาะสมจึงเป็นเรื่องสำคัญ,"[1385, 135, 44, 1649, 1055, 911, 1525, 1472, 1382, 1396, 1456, 1165, 1377, 731, 1345, 1565, 368, 755, 1039, 916]"
ไอเดียเก็บเงินซื้อบ้านสำหรับคน Gen Y และ Gen Z,/plearn-plearn/ไอเดย-เกบเงนซอบาน-สำหรบคน-gen-y-และ-gen-z,/plearn-plearn/lifestyle/living/ไอเดย-เกบเงนซอบาน-สำหรบคน-gen-y-และ-gen-z,รวมไอเดียเก็บเงินซื้อบ้านง่าย ๆ สำหรับคน Gen Y และ Gen Z,คน Gen Y และ Gen Z เติบโตมาพร้อมกับความเปลี่ยนแปลง จึงต้องการไอเดียเก็บเงินซื้อบ้านที่แตกต่างออกไป เพื่อให้เหมาะกับยุคสมัย แต่จะทำอย่างไรได้บ้าง อ่านเลย,"[565, 785, 206, 187, 481, 23, 1313, 1482, 150, 240, 193, 76, 117, 225, 100, 176, 211, 133, 39, 773]"
ใช้แอปธนาคารไหนดี? รู้จักแอป KMA ที่ใช้แล้วชีวิตปังไม่พังอีกต่อไป,/plearn-plearn/getting-to-know-kma-features,/plearn-plearn/guru-financial/financial/getting-to-know-kma-features,ใช้แอปธนาคารไหนดี? รู้จักแอปกรุงศรี KMA ใช้แล้วชีวิตปัง,แอปธนาคารไหนดี? ลองใช้แอป KMA โฉมใหม่ของกรุงศรีดูสิ เพราะเรามีฟีเจอร์ดี ๆ ช่วยจัดการเรื่องเงินให้เป็นเรื่องง่าย ทั้งบัตรเครดิต บัญชี หรือสินเชื่อดิจิทัล,"[175, 229, 504, 16, 990, 190, 837, 445, 669, 62, 514, 332, 360, 1432, 373, 1147, 720, 542, 1001, 1158]"
ลงทุนกับความ (ไม่) โสด,/plearn-plearn/ลงทน-กบความไมโสด,/plearn-plearn/guru-financial/investment/ลงทน-กบความไมโสด,ลงทุนกับความ (ไม่) โสด | Plearn เพลิน,หนุ่มๆสาวๆที่อยากเลิกโสดต้องอ่าน ! อยากเจอเนื้อคู่ที่ถูกใจแต่ก็ไม่มีเวลาว่าง จีบสาวไม่เป็น หรือเจอหนุ่มไม่ตรงสเปก,"[1299, 252, 1157, 975, 378, 1318, 729, 1109, 1535, 757, 1513, 358, 734, 1293, 657, 877, 450, 295, 282, 993]"
พาไปชิมร้านสุดคลาสสิกรุ่นพ่อแม่ ที่ไปเมื่อไรก็ยังชิคอยู่,/plearn-plearn/พาไปชม-รานสดคลาสสก-รนพอแม,/plearn-plearn/lifestyle/eat-travel/พาไปชม-รานสดคลาสสก-รนพอแม,พาไปชิมร้านสุดคลาสสิกรุ่นพ่อแม่ ที่ไปเมื่อไรก็ยังชิคอยู่,รีวิวร้านอาหารสุดคลาสสิกสมัยรุ่นพ่อแม่ ที่สั่งสมทั้งความเก่าและความเก๋า จนสามารถครองใจลูกค้าได้จนทุกปัจจุบันนี้,"[791, 549, 1108, 944, 943, 756, 576, 1335, 849, 689, 1077, 667, 571, 1261, 933, 951, 727, 986, 179, 649]"
เทคนิคเพิ่มโบนัสสำหรับมนุษย์เงินเดือน,/plearn-plearn/เทคนค-เพมโบนส-สำหรบ-มนษยเงนเดอน,/plearn-plearn/guru-financial/money-tips/เทคนค-เพมโบนส-สำหรบ-มนษยเงนเดอน,เทคนิคเพิ่มโบนัสสำหรับมนุษย์เงินเดือน,ถ้าคุณรู้จักต่อยอดลงทุน และหาเทคนิคทำให้เงินก้อนงอกเงยขึ้น รับรองบัญชีเงินเก็บของคุณก็สามารถเติบโตได้ไม่แพ้ใคร,"[576, 129, 1650, 1417, 1360, 1601, 556, 553, 451, 1280, 1566, 1464, 1422, 334, 1462, 270, 1054, 624, 360, 612]"
ทิศทางการลงทุนอสังหาฯ และคอนโดปี 2018,/plearn-plearn/ทศทาง-การลงทน-อสงหาฯ-และ-คอนโด-ป-2018,/plearn-plearn/guru-financial/investment/ทศทาง-การลงทน-อสงหาฯ-และ-คอนโด-ป-2018,ทิศทางการลงทุนอสังหาฯ และคอนโดปี 2018,แนวโน้มการลงทุนอสังหาฯไทยในปี 2018  จะซื้อคอนโดไว้เก็งกำไรดีหรือจะปล่อยเช่า ทำเลไหนน่าจับตามอง,"[94, 1569, 1049, 1467, 1354, 1315, 584, 1110, 1597, 1583, 942, 639, 612, 42, 1634, 498, 1473, 1652, 25, 1632]"
ธุรกิจจับเสือมือเปล่า ในยุคดิจิทัล Affiliate,/plearn-plearn/do-without-investment-business-digital-affiliate,/plearn-plearn/business/marketing/do-without-investment-business-digital-affiliate,ธุรกิจจับเสือมือเปล่า ในยุคดิจิทัล Affiliate,เจาะลึกเทคนิคทำธุรกิจจับเสือมือเปล่ายุคดิจิทัลผ่าน Affilate Business ที่คุณก็สามารถทำได้และยังใช้งบลงทุนเพียง้อยนิด,"[498, 1159, 297, 612, 1405, 1377, 1293, 844, 1569, 822, 334, 869, 1467, 854, 1037, 317, 215, 1402, 1054, 1422]"
แผนคำนวณ Home Loan บ้านในฝัน,/plearn-plearn/loan-calculation-for-dream-home,/plearn-plearn/lifestyle/living/loan-calculation-for-dream-home,แผนคำนวณ Home Loan บ้านในฝัน | Plearn เพลิน,เผยทุกเคล็ดลับการขอกู้สินเชื่อเพื่อบ้านในฝัน รวมไปถึงรีไฟแนนซ์บ้านอย่างไรเพื่อประโยชน์สูงสุด,"[1563, 798, 146, 125, 1645, 321, 572, 1593, 206, 1640, 1205, 1433, 726, 143, 1, 1528, 1222, 118, 311, 1570]"
ตกงานไม่อดตาย ด้วยวิธีออมเงินฉบับคนว่างงาน,/plearn-plearn/saving-for-unemployed-rainny-day,/plearn-plearn/lifestyle/living/saving-for-unemployed-rainny-day,ตกงานไม่อดตาย ด้วยวิธีออมเงินฉบับคนว่างงาน,วางแผนการเงินเดือนเสียดิบดี แต่ต้องตกงานแบบไม่ได้ตั้งตัวแต่ การออมเงินและวางแผนการใช้จ่ายอย่างถูกวิธีนั้นสำคัญ,"[731, 1346, 755, 1385, 1009, 501, 1598, 903, 1472, 1636, 390, 198, 896, 1257, 24, 1651, 735, 1258, 1360, 505]"
กินคลีนยังไงให้ได้ออม,/plearn-plearn/กนคลน-ยงไงใหไดออม,/plearn-plearn/lifestyle/eat-travel/กนคลน-ยงไงใหไดออม,กินคลีนยังไงให้ได้ออม | Plearn เพลิน by Krungsri GURU,อยากกินอาหารคลีนเพื่อสุขภาพ แต่ราคาก็แพงจนต้องถอย เรามีวิธีทำอาหารคลีนที่จะทำให้คุณได้ทั้งสุขภาพดีมีเงินออมมาฝากกัน,"[71, 588, 200, 1253, 1133, 129, 883, 1617, 1199, 415, 1621, 406, 1482, 1214, 1426, 1506, 683, 1220, 544, 1008]"
Krungsri Business Forum: CEO 4.0 Thinking Transformation ปฏิรูปความคิด พลิกโฉมประเทศไทย,/plearn-plearn/business-forum-ceo-thinking-transformation,/plearn-plearn/innovation/innovation-sub/business-forum-ceo-thinking-transformation,Krungsri Business ปฏิรูปความคิด พลิกโฉมประเทศไทย,งานสัมมนาภาพรวมเศรษฐกิจไทย พร้อมแนวคิดของเหล่าผู้บริหารจากวงการธุรกิจหลากหลายอาชีพ,"[858, 827, 227, 1156, 473, 461, 411, 712, 1161, 618, 73, 876, 403, 376, 405, 46, 75, 865, 398, 202]"
ความเข้าใจผิดเกี่ยวกับคนเปลี่ยนงานบ่อย,/plearn-plearn/job-hopper-story,/plearn-plearn/business/inspiration-and-success-case/job-hopper-story,ความเข้าใจผิดเกี่ยวกับคนเปลี่ยนงานบ่อย,เปลี่ยนงานบ่อย ๆ คนอาจจะมองเราไม่ดี แต่ความจริงแล้วอาจมีสาเหตุมากกว่านั้น,"[480, 1639, 1366, 177, 610, 286, 919, 803, 3, 371, 1541, 1335, 1368, 284, 1436, 564, 772, 982, 1284, 151]"
การตลาดแบบผักชี... ทำไมคนญี่ปุ่นถึงจู่ ๆ ฮิตกินผักชี?,/plearn-plearn/marketing-coriander-trend-in-japan,/plearn-plearn/business/marketing/marketing-coriander-trend-in-japan,การตลาดแบบผักชี... ทำไมคนญี่ปุ่นถึงจู่ ๆ ฮิตกินผักชี,คนญี่ปุ่นมักจะทำอะไรให้เราแปลกใจอยู่เสมอ มาดูกันว่าชาวญี่ปุ่นทำการตลาดอย่างไรและทำไมผักชีจึงกลายเป็นสินค้ายอดฮิต,"[510, 835, 364, 21, 649, 8, 269, 147, 906, 1523, 27, 262, 1179, 1493, 1543, 1154, 978, 591, 1529, 313]"
SME ไทยสวยแกร่ง “Zeabel Cosmetic” บุกตลาดเครื่องสำอางไทย,/plearn-plearn/sme-zebel-case-study-busines-matching,/plearn-plearn/business/management/sme-zebel-case-study-busines-matching,SME ไทยสวยแกร่ง “Zeabel Cosmetic” บุกตลาดเครื่องสำอางไทย,เปิดบทสัมภาษณ์ เจ้าของ SME แบรนด์เครื่องสำอาง Zeabel กับการขยายช่องทางการขายกับ KRUNGSRI ONLINE BUSINESS MATCHING,"[783, 652, 824, 373, 858, 1293, 1005, 1560, 267, 23, 151, 887, 247, 240, 150, 76, 117, 193, 379, 225]"
เลือกซื้อหุ้นให้เหมาะกับไลฟ์สไตล์ของคุณ,/plearn-plearn/which-fund-suit-your-lifestyle,/plearn-plearn/guru-financial/investment/which-fund-suit-your-lifestyle,เลือกซื้อหุ้นให้เหมาะกับไลฟ์สไตล์ของคุณ,นักลงทุนที่อยากเข้าสู่ตลาดหุ้น ควรเลือกซื้อหุ้นอย่างไรให้เหมาะกับไลฟ์สไตล์ งบลงทุน และได้รับผลตอบแทนที่คุ้มค่า,"[964, 991, 460, 166, 1402, 1063, 1632, 872, 177, 650, 95, 317, 1126, 224, 1206, 306, 710, 822, 1010, 214]"
ทางออกมนุษย์เงินเดือน ทำงานหนักแทบตาย สุดท้ายเงินจ่ายไม่พอค่าหมอ,/plearn-plearn/saralyman-health-insurance,/plearn-plearn/business/inspiration-and-success-case/saralyman-health-insurance,ทางออกมนุษย์เงินเดือน ทำงานหนักแทบตาย,มนุษย์เงินเดือนทำงานหนักแทบตาย รู้ตัวอีกทีก็ไม่สบายเข้าโรงพยาบาลไปแล้ว การป้องกันความเสี่ยงเรื่องค่ารักษาจึงสำคัญ,"[1330, 1385, 1216, 1643, 1442, 1565, 305, 1482, 430, 752, 1399, 578, 630, 676, 983, 659, 1413, 190, 227, 55]"
ทำงานที่ออฟฟิศก็มีแรงบันดาลใจใหม่ ๆ ได้,/plearn-plearn/cool-workplaces-enhance-productivity,/plearn-plearn/innovation/innovation-sub/cool-workplaces-enhance-productivity,ทำงานที่ออฟฟิศก็มีแรงบันดาลใจใหม่ ๆ ได้,ออฟฟิศเจ๋งๆ ใครๆ ก็อยากไปนั่งทำงาน เพราะบรรยากาศการทำงานที่ดี จะช่วยเพิ่มความคิดสร้างสรรค์และทำงานได้ไหลลื่นนั่นเอง,"[1320, 1148, 630, 1188, 1289, 961, 1061, 1256, 983, 1622, 659, 508, 159, 1297, 375, 496, 1215, 55, 1078, 772]"
ลงทุนซื้อสมาร์ทโฟนอย่างไรให้คุ้มค่าราคาไม่ตก,/plearn-plearn/cost-efficiency-for-smart-phone,/plearn-plearn/business/inspiration-and-success-case/cost-efficiency-for-smart-phone,ลงทุนซื้อสมาร์ทโฟนอย่างไรให้คุ้มค่าราคาไม่ตก,สมาร์ทโฟนสมัยนี้มีฟังก์ชั่นเพียบ ราคาก็สูงตามไปด้วย จะซื้อสักเครื่องต้องวิเคราะห์หลายปัจจัยเพื่อให้คุ้มค่ามากที่สุด,"[399, 423, 955, 608, 1435, 1218, 362, 91, 830, 914, 1106, 953, 1425, 1217, 810, 1379, 945, 931, 577, 243]"
บริหารธุรกิจบริการด้วย Passion ในแบบ บุรินทร์ บุญวิสุทธิ์ อีกบทบาทหนึ่งของเจ้าพ่อดิสโก้,/plearn-plearn/prime-interview-burin-groove-rider,/plearn-plearn/business/management/prime-interview-burin-groove-rider,บริหารธุรกิจบริการด้วย Passion ในแบบ บุรินทร์ บุญวิสุทธิ์,บทสัมภาษณ์คุณบุรินทร์ กับแนวคิดการบริหารธุรกิจที่หลากหลาย เขาทำธุรกิจด้วย Passion และเคล็ดลับการบริหารทุกงานให้สำเร็จ,"[473, 1408, 227, 850, 891, 461, 1550, 827, 1297, 1542, 304, 129, 1478, 238, 147, 853, 1195, 1439, 1420, 270]"
วางแผนเที่ยวในไทยรับไอเย็น,/plearn-plearn/trips-to-enjoy-the-cool-wind,/plearn-plearn/lifestyle/eat-travel/trips-to-enjoy-the-cool-wind,วางแผนเที่ยวในไทยรับไอเย็น | Plearn เพลิน,สถานที่ท่องเที่ยวบ้านเราสวยไม่แพ้ใคร มีครบทุกสไตล์ ทุกภาค ธรรมชาติ วัฒนธรรม เมือง หรืออาหารการกินในราคาไม่แพง,"[680, 1220, 601, 172, 993, 677, 91, 693, 627, 55, 572, 953, 1563, 1310, 1258, 1293, 545, 1432, 1641, 1560]"
อยากเที่ยว หลังช่วงโควิด แต่ขี้เกียจขอวีซ่า ต้องไปที่นี่!,/plearn-plearn/travel-no-visa-after-covid,/plearn-plearn/lifestyle/eat-travel/travel-no-visa-after-covid,อยากเที่ยว หลังช่วงโควิดแต่ขี้เกียจขอวีซ่า ต้องไปที่นี่!,วางแผนเที่ยวหลังโควิด กับประเทศเด็ดๆ ที่ไปได้โดยไม่ต้องขอวีซ่าสะให้ยาก อ่านเลย!,"[1258, 78, 731, 1636, 104, 458, 1553, 143, 347, 1119, 712, 905, 884, 1459, 547, 364, 451, 1422, 1257, 355]"
Heart Work โปรเจกต์ที่สร้างแรงบันดาลใจและส่งต่อแนวคิดในการใช้ชีวิตให้ผู้คนในสังคม,/plearn-plearn/inspiration-and-conceptual-for-life,/plearn-plearn/business/inspiration-and-success-case/inspiration-and-conceptual-for-life,สร้างแรงบันดาลใจและแนวคิดการใช้ชีวิต กับ Heart Work,โปรเจกต์  Heart Work  ที่เล่าถึงการทำงานของในหลวง ร.9 ที่สร้างแรงบันดาลใจและแนวคิดในชีวิตให้ผู้คน,"[218, 1289, 1421, 800, 375, 979, 632, 1297, 256, 773, 64, 782, 1506, 170, 1303, 1170, 1334, 341, 1017, 1420]"
โอ๋ P2Warship จากนักดนตรี สู่การเป็นเกษตรกรเต็มตัวด้วยแนวคิดอยู่อย่างพอเพียง,/plearn-plearn/musician-become-farmer-sufficient-economy,/plearn-plearn/business/inspiration-and-success-case/musician-become-farmer-sufficient-economy,โอ๋ P2Warship จากนักดนตรี สู่การเป็นเกษตรกรเต็มตัว,โอ๋ P2Warship ศิลปินอินดี้ ที่ผันตัวมาทำเกษตรกรรมกลางกรุงด้วยแนวคิดพอเพียง,"[341, 1018, 864, 776, 777, 730, 1506, 1439, 606, 1224, 654, 398, 1303, 1629, 858, 170, 861, 227, 75, 1592]"
ศูนย์ศึกษาการพัฒนาอ่าวคุ้งกระเบน โครงการพระราชดำริเพื่อพัฒนาป่าชายเลน,/plearn-plearn/khung-kraben-mangrove-forest-learning-tourism,/plearn-plearn/lifestyle/hall-of-frame/khung-kraben-mangrove-forest-learning-tourism,ศูนย์ศึกษาการพัฒนาอ่าวคุ้งกระเบน โครงการพระราชดำริ,ศูนย์ศึกษาการพัฒนาอ่าวคุ้งกระเบน เนื่องมาจากพระราชดำริ โครงการที่อำนวยประโยชน์แก่ราษฎรยากจน ให้มีอาชีพยั่งยืน อยู่ร่วมและไม่เบียดเบียนป่าชายเลน,"[1296, 1001, 1519, 202, 546, 661, 1585, 1340, 1621, 1333, 221, 1115, 1471, 1611, 758, 651, 1646, 1639, 1372, 1074]"
บ้านไร่ปาล์มปิยา ครอบครัวเกษตรกรที่ยึดหลักพอเพียง เพื่อการเรียนรู้ที่จะอยู่กับธรรมชาติ,/plearn-plearn/bann-rai-palm-piya-family-sufficient-economy,/plearn-plearn/business/inspiration-and-success-case/bann-rai-palm-piya-family-sufficient-economy,บ้านไร่ปาล์มปิยา ครอบครัวเกษตรกรที่ยึดหลักพอเพียง,บ้านไร่ปาล์มปิยา ครอบครัวเกษตรกรที่สร้าง Farm Stay ที่ยึดแนวคิดพอเพียง ประยุกต์เป็นแหล่งเรียนรู้แบบ School Camping,"[1303, 570, 627, 68, 170, 862, 1018, 782, 861, 959, 1506, 1432, 535, 495, 1420, 867, 23, 150, 240, 701]"
มูลนิธิพระดาบส องค์กรการกุศลสาธารณะเพื่อผลิตนักเรียนช่างของพระราชา,/plearn-plearn/phradabos-serve-technical-student-to-society,/plearn-plearn/lifestyle/hall-of-frame/phradabos-serve-technical-student-to-society,มูลนิธิพระดาบส องค์กรการกุศลสาธารณะ,โรงเรียนพระดาบส สถาบันฝึกอบรมอาชีพในพระราชดำริของพระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช เพื่อสนับสนุนผู้ด้อยโอกาสทางการศึกษาและอาชีพ,"[202, 376, 1263, 1359, 338, 850, 1064, 1346, 827, 1127, 1262, 1183, 1440, 334, 1135, 1326, 1132, 506, 517, 705]"
แพรวา รุจิณรงค์ หญิงสาวผู้มองหาความสุขผ่านผ้าไทย สานต่อวัฒนธรรมที่ยิ่งใหญ่ให้อยู่คู่สังคมไทยไปแสนนาน,/plearn-plearn/dream-goal-and-thai-fibric-by-termtem-studio,/plearn-plearn/business/inspiration-and-success-case/dream-goal-and-thai-fibric-by-termtem-studio,แพรวา รุจิณรงค์ หญิงสาวผู้มองหาความสุขผ่านผ้าไทย,นักวิชาการผู้เชี่ยวชาญด้านผ้าไทย ทำงานสานต่อวัฒนธรรม เพื่อชุมชนและสังคมตามคำพ่อสอน,"[1017, 1247, 710, 506, 1238, 1015, 1428, 1553, 632, 827, 411, 673, 496, 1219, 1296, 895, 606, 1612, 1005, 1420]"
คลองลัดโพธิ์ แก้ปัญหาน้ำท่วมกรุงเทพฯ ตามแนวพระราชดำริ,/plearn-plearn/klonglatpho-solution-for-bangkok-flood,/plearn-plearn/lifestyle/hall-of-frame/klonglatpho-solution-for-bangkok-flood,คลองลัดโพธิ์ แก้ปัญหาน้ำท่วมกรุงเทพฯ ตามแนวพระราชดำริ,"คลองลัดโพธิ์ โครงการตามแนวพระราชดำริ เป็นการบริหารจัดการน้ำเพื่อแก้ปัญหาน้ำท่วมกรุงเทพฯ โดยยึดหลักการ ""เบี่ยงน้ำ""","[1596, 1381, 864, 535, 1123, 1153, 1210, 174, 759, 464, 627, 421, 701, 227, 1307, 1612, 629, 829, 865, 933]"
